id	code	naam_nederlands	naam_wetenschappelijk	taxn_vrs_key	taxongroep	usageKey	scientificName	rank	order	matchType	phylum	kingdom	genus	class	confidence	synonym	status	family
280	ceplaste	Greppeldraadmos	Cephaloziella stellulifera (Taylor ex Spruce) Schiffn.	INBSYS0000000713	Mossen	4926186	Cephaloziella stellulifera (Taylor ex Spruce) Schiffn.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Cephaloziella	Jungermanniopsida	100	FALSE	DOUBTFUL	Cephaloziellaceae
281	cerad-sp	Purpersteeltje (G)	Ceratodon	NBNSYS0000131404	Mossen	2673445	Ceratodon Brid.	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Ceratodon	Bryopsida	92	FALSE	ACCEPTED	Ditrichaceae
282	ceradcon	Kalkpurpersteeltje	Ceratodon conicus (Hampe) Lindb.	INBSYS0000000584	Mossen	5282402	Ceratodon conicus Lindberg, 1879	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ceratodon	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
283	ceradpur	Gewoon purpersteeltje	Ceratodon purpureus (Hedw.) Brid.	NBNSYS0000036189	Mossen	5281381	Ceratodon purpureus Bridel, 1826	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ceratodon	Bryopsida	100	FALSE	ACCEPTED	Ditrichaceae
284	chilo-sp	Lippenmos (G)	Chiloscyphus	NBNSYS0000042252	Mossen	2689486	Chiloscyphus Corda	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Chiloscyphus	Jungermanniopsida	94	FALSE	ACCEPTED	Lophocoleaceae
285	chilopal	Boslippenmos	Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dumort.	NHMSYS0000309622	Mossen	8300994	Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Chiloscyphus	Jungermanniopsida	100	FALSE	ACCEPTED	Lophocoleaceae
286			Chiloscyphus polyanthos (L.) Corda var. pallescens	NBNSYS0000189267	Mossen	9397508	Chiloscyphus polyanthos var. pallescens (Ehrh. ex Hoffm.) C.Hartm.	VARIETY	Jungermanniales	EXACT	Marchantiophyta	Plantae	Chiloscyphus	Jungermanniopsida	98	TRUE	SYNONYM	Lophocoleaceae
287	cincl-sp	Koepelmos (G)	Cinclidium	NBNSYS0000131665	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
288	cinclsty	Koepelmos	Cinclidium stygium Sw.	NBNSYS0000036649	Mossen	5282711	Cinclidium stygium Swartz, 1803	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Cinclidium	Bryopsida	100	FALSE	ACCEPTED	Mniaceae
289	cindt-sp	Kribbenmos (G)	Cinclidotus	NBNSYS0000131666	Mossen	2671577	Cinclidotus	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Cinclidotus	Bryopsida	94	FALSE	ACCEPTED	Cinclidotaceae
290	cindtaqu	Gekromd kribbenmos	Cinclidotus aquaticus (Hedw.) Bruch & Schimp.	INBSYS0000000588	Mossen	2672819	Cinclidotus aquaticus Bruch & W.P.Schimper, 1842	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Cinclidotus	Bryopsida	100	FALSE	ACCEPTED	Cinclidotaceae
291	cindtdan	Diknerfkribbenmos	Cinclidotus danubicus Schiffn. & Baumgartner	INBSYS0000000774	Mossen	2672815	Cinclidotus danubicus Schiffner & Baumgartner, 1906	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Cinclidotus	Bryopsida	100	FALSE	ACCEPTED	Cinclidotaceae
292	cindtfon	Gewoon kribbenmos	Cinclidotus fontinaloides (Hedw.) P.Beauv.	NBNSYS0000036442	Mossen	2672822	Cinclidotus fontinaloides Palisot de Beauvois, 1805	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Cinclidotus	Bryopsida	100	FALSE	ACCEPTED	Cinclidotaceae
293	cindtrip	Langsteelkribbenmos	Cinclidotus riparius (Host ex Brid.) Arn.	INBSYS0000000644	Mossen	2672814	Cinclidotus riparius Arnott, 1827	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Cinclidotus	Bryopsida	100	FALSE	ACCEPTED	Cinclidotaceae
294	cirri-sp	Spitsmos (G)	Cirriphyllum	NBNSYS0000131675	Mossen	2679759	Cirriphyllum Grout	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Cirriphyllum	Bryopsida	94	FALSE	ACCEPTED	Brachytheciaceae
295	cirripil	Haarspitsmos	Cirriphyllum piliferum (Hedw.) Grout	NBNSYS0000036875	Mossen	2679761	Cirriphyllum piliferum Grout, 1898	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Cirriphyllum	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
296	cirritom	Kalkspitsmos	Cirriphyllum tommasinii (Sendtn. ex Boul.) Grout	INBSYS0000001049	Mossen	2679765	Cirriphyllum tommasinii Grout, 1898	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Cirriphyllum	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
297	clapo-sp	Stompmos (G)	Cladopodiella	NBNSYS0000131691	Mossen	2689143	Cladopodiella H.Buch	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Cladopodiella	Jungermanniopsida	92	FALSE	DOUBTFUL	Cephaloziaceae
298	cladoflu	IJl stompmos	Cladopodiella fluitans (Nees) H.Buch.	INBSYS0000000669	Mossen	7794762	Cladopodiella fluitans (Nees) H.Buch	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Odontoschisma	Jungermanniopsida	100	TRUE	SYNONYM	Cephaloziaceae
299	cladofra	Dicht stompmos	Cladopodiella francisci (Hook.) Jörg.	INBSYS0000000643	Mossen	2689144	Cladopodiella francisci (Hook.) Jörg.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Odontoschisma	Jungermanniopsida	100	TRUE	SYNONYM	Cephaloziaceae
300	clima-sp	Boompjesmos (G)	Climacium	NBNSYS0000131736	Mossen	2678413	Climacium F.Weber & D.Mohr	GENUS	Leucodontales	EXACT	Bryophyta	Plantae	Climacium	Bryopsida	94	FALSE	ACCEPTED	Climaciaceae
301	climaden	Boompjesmos	Climacium dendroides (Hedw.) F.Weber & D.Mohr	NHMSYS0000309639	Mossen	2678415	Climacium dendroides Weber & D.Mohr, 1804	SPECIES	Leucodontales	EXACT	Bryophyta	Plantae	Climacium	Bryopsida	100	FALSE	ACCEPTED	Climaciaceae
302	colol-sp	Wratjesmos (G)	Cololejeunea	NBNSYS0000131835	Mossen	2688776	Cololejeunea (Spruce) Schiffn.	GENUS	Porellales	EXACT	Marchantiophyta	Plantae	Cololejeunea	Jungermanniopsida	94	FALSE	ACCEPTED	Lejeuneaceae
303	cololcal	Kalkwratjesmos	Cololejeunea calcarea (Libert) Schiffn.	INBSYS0000000654	Mossen	2688781	Cololejeunea calcarea (Lib.) Schiffn.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Cololejeunea	Jungermanniopsida	100	TRUE	SYNONYM	Lejeuneaceae
304	cololmin	Dwergwratjesmos	Cololejeunea minutissima (Sm.) Schiffn.	NHMSYS0000309692	Mossen	4276720	Cololejeunea minutissima (Sm.) Schiffn.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Myriocoleopsis	Jungermanniopsida	100	TRUE	SYNONYM	Lejeuneaceae
305	cololros	Gestekeld wratjesmos	Cololejeunea rossettiana (C.Massal.) Schiffn.	NHMSYS0000309693	Mossen	7949690	Cololejeunea rossettiana (C.Massal.) Schiffn.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Cololejeunea	Jungermanniopsida	100	FALSE	ACCEPTED	Lejeuneaceae
306	conar-sp	Vlechtmos (G)	Conardia	INBSYS0000000809	Mossen	2681723	Conardia H.Rob.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Conardia	Bryopsida	94	FALSE	ACCEPTED	Amblystegiaceae
307	conarcom	Vlechtmos	Conardia compacta (Müll.Hal.) H.Rob.	INBSYS0000000665	Mossen	2681724	Conardia compacta H.Robinson, 1976	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Conardia	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
308	conoc-sp	Kegelmos (G)	Conocephalum	NBNSYS0000131870	Mossen	7561765	Conocephalum Hill	GENUS	Marchantiales	EXACT	Marchantiophyta	Plantae	Conocephalum	Marchantiopsida	94	FALSE	ACCEPTED	Conocephalaceae
309	conoccon	Kegelmos s.s.	Conocephalum conicum (L.) Dumort. s.s.	INBSYS0000035006	Mossen	2688562	Conocephalum conicum (L.) Dumort.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Conocephalum	Marchantiopsida	100	FALSE	ACCEPTED	Conocephalaceae
310	conocsal	NA	Conocephalum salebrosum Szweykowski, Buczkowska & Odrzykoski	INBSYS0000000796	Mossen	2688561	Conocephalum salebrosum Szweyk., Buczk. & Odrzyk.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Conocephalum	Marchantiopsida	100	FALSE	ACCEPTED	Conocephalaceae
311	cosci-sp	Zeeftandmos (G)	Coscinodon	NHMSYS0000309703	Mossen	2673023	Coscinodon Spreng.	GENUS	Grimmiales	EXACT	Bryophyta	Plantae	Coscinodon	Bryopsida	94	FALSE	ACCEPTED	Grimmiaceae
312	coscicri	Zeeftandmos	Coscinodon cribrosus (Hedw.) Spruce	NBNSYS0000036445	Mossen	2674255	Coscinodon cribrosus Spruce, 1849	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Coscinodon	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
313	crato-sp	Diknerfmos p.p. (G)	Cratoneuron	NBNSYS0000132004	Mossen	2673130	Cratoneuron (Sull.) Spruce	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Cratoneuron	Bryopsida	94	FALSE	ACCEPTED	Amblystegiaceae
314	cratofil	Gewoon diknerfmos	Cratoneuron filicinum (Hedw.) Spruce	NBNSYS0000036790	Mossen	2673131	Cratoneuron filicinum Spruce, 1867	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Cratoneuron	Bryopsida	100	FALSE	DOUBTFUL	Amblystegiaceae
315	cross-sp	Filamentjesmos (G)	Crossidium	INBSYS0000000811	Mossen	2670732	Crossidium Jur.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Crossidium	Bryopsida	94	FALSE	ACCEPTED	Pottiaceae
316	crosssqu	Filamentjesmos	Crossidium squamiferum (Viv.) Jur.	INBSYS0000000718	Mossen	2670744	Crossidium squamiferum Juratzka, 1882	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Crossidium	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
317	cryph-sp	Vliermos (G)	Cryphaea	NBNSYS0000132049	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
318	cryphhet	Vliermos	Cryphaea heteromalla (Hedw.) D.Mohr	NHMSYS0000309714	Mossen	5282851	Cryphaea heteromalla D.Mohr, 1814	SPECIES	Leucodontales	EXACT	Bryophyta	Plantae	Cryphaea	Bryopsida	100	FALSE	ACCEPTED	Cryphaeaceae
319	cteni-sp	Kammos (G)	Ctenidium	NBNSYS0000132099	Mossen	2673308	Ctenidium (Schimp.) Mitt.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Ctenidium	Bryopsida	94	FALSE	ACCEPTED	Hypnaceae
320	ctenimol	Kammos	Ctenidium molluscum (Hedw.) Mitt.	NBNSYS0000036948	Mossen	2682534	Ctenidium molluscum Mitten, 1869	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Ctenidium	Bryopsida	100	FALSE	ACCEPTED	Hypnaceae
321	cynot-sp	Hondstandmos (G)	Cynodontium	NBNSYS0000132179	Mossen	2673499	Cynodontium Bruch & Schimp.	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Cynodontium	Bryopsida	92	FALSE	ACCEPTED	Dicranaceae
322	cynotbru	Glad hondstandmos	Cynodontium bruntonii (Sm.) Bruch & Schimp.	INBSYS0000000698	Mossen	2675179	Cynodontium bruntonii Bruch & W.P.Schimper, 1846	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Cynodontium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
323	cynotpol	Echt hondstandmos	Cynodontium polycarpon (Hedw.) Schimp.	NBNSYS0000036195	Mossen	2675181	Cynodontium polycarpum W.P.Schimper, 1856	SPECIES	Dicranales	FUZZY	Bryophyta	Plantae	Cynodontium	Bryopsida	99	FALSE	ACCEPTED	Dicranaceae
324	cynotstr	Krophondstandmos	Cynodontium strumiferum (Hedw.) Lindb.	NHMSYS0000309728	Mossen	2675170	Cynodontium strumiferum Lindberg, 1864	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Cynodontium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
325	dialy-sp	Riviermos (G)	Dialytrichia	INBSYS0000000812	Mossen	2671142	Dialytrichia (Schimp.) Limpr.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Dialytrichia	Bryopsida	94	FALSE	ACCEPTED	Pottiaceae
326	dialyfra	NA	Dialytrichia fragilifolia (Bizot & J.Roux) F.Lara	INBSYS0000000539	Mossen	7830313	Dialytrichia fragilifolia (Bizot & J.Roux) F.Lara	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Dialytrichia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
327	dialymuc	Riviermos	Dialytrichia mucronata (Brid.) Broth.	NBNSYS0000145923	Mossen	2671143	Dialytrichia mucronata Brotherus, 1902	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Dialytrichia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
328	dicho-sp	Beeksterretje (G)	Dichodontium	NBNSYS0000132407	Mossen	2672862	Dichodontium Schimp.	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Dichodontium	Bryopsida	94	FALSE	ACCEPTED	Dicranaceae
329	dichofla	Lancetbeeksterretje	Dichodontium flavescens (Dicks.) Lindb.	NHMSYS0000309740	Mossen	2675401	Dichodontium flavescens Lindberg, 1878	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dichodontium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
330	dichopel	Gewoon beeksterretje	Dichodontium pellucidum (Hedw.) Schimp.	NBNSYS0000036204	Mossen	2675400	Dichodontium pellucidum W.P.Schimper, 1856	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dichodontium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
331	dclla-sp	Pluisjesmos (G)	Dicranella	NBNSYS0000132420	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
332	dcllacer	Kroppluisjesmos	Dicranella cerviculata (Hedw.) Schimp.	NBNSYS0000036215	Mossen	5282102	Dicranella cerviculata W.P.Schimper, 1856	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
333	dcllahet	Gewoon pluisjesmos	Dicranella heteromalla (Hedw.) Schimp.	NBNSYS0000036216	Mossen	5281431	Dicranella heteromalla W.P.Schimper, 1856	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
334	dcllapal	Brongreppelmos	Dicranella palustris (Dicks.) Crundw. ex E. Warb.	INBSYS0000001087	Mossen	5710588	Dicranella palustris (Dicks.) Crundw. ex E.F.Warb.	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dichodontium	Bryopsida	100	TRUE	SYNONYM	Dicranaceae
335	dcllaruf	Leemgreppelmos	Dicranella rufescens (Dicks.) Schimp.	NHMSYS0000309747	Mossen	5710583	Dicranella rufescens (Dicks.) Schimp.	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
336	dcllasch	Hakig greppelmos	Dicranella schreberiana (Hedw.) Dixon	NBNSYS0100002799	Mossen	7726550	Dicranella schreberiana (Hedw.) Dixon	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
337	dcllasta	Knolletjesgreppelmos	Dicranella staphylina H.Whitehouse	NHMSYS0000309750	Mossen	5838487	Dicranella staphylina H.Whitehouse	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
338	dcllasub	Bergpluisjesmos	Dicranella subulata (Hedw.) Schimp.	NBNSYS0000036211	Mossen	5282117	Dicranella subulata W.P.Schimper, 1856	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
339	dcllavar	Kleigreppelmos	Dicranella varia (Hedw.) Schimp.	NBNSYS0000036213	Mossen	7491889	Dicranella varia (Hedw.) Schimp.	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	DOUBTFUL	Dicranaceae
340	dcnod-sp	Priembladmos (G)	Dicranodontium	NBNSYS0000132422	Mossen	2672974	Dicranodontium Bruch & Schimp.	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Dicranodontium	Bryopsida	94	FALSE	ACCEPTED	Dicranaceae
341	dcnodden	Priembladmos	Dicranodontium denudatum (Brid.) E.Britton	NHMSYS0000309752	Mossen	2675239	Dicranodontium denudatum Britton, 1913	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranodontium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
342	dcnowcir	Gewoon sikkelsterretje	Dicranoweisia cirrata (Hedw.) Lindb.	INBSYS0000000610	Mossen	2675378	Dicranoweisia cirrata Lindberg, 1869	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranoweisia	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
343	dcnow-sp	Sikkelsterretje (G)	Dicranoweisia	NBNSYS0000132429	Mossen	2672903	Dicranoweisia Lindb. ex Milde	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Dicranoweisia	Bryopsida	94	FALSE	ACCEPTED	Dicranaceae
344	dcnum-sp	Gaffeltandmos (G)	Dicranum	NBNSYS0000132430	Mossen	2672916	Dicranum Hedw.	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	94	FALSE	ACCEPTED	Dicranaceae
345			Dicranum bergeri Bland. ex Hoppe	NHMSYS0000309759	Mossen	7736282	Dicranum bergeri Blandow ex Hoppe	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	TRUE	SYNONYM	Dicranaceae
346	dcnumbon	Moerasgaffeltandmos	Dicranum bonjeanii De Not.	NHMSYS0000309761	Mossen	2675482	Dicranum bonjeanii De Notaris, 1837	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
347	dcnumfla	Stobbegaffeltandmos	Dicranum flagellare Hedw.	NBNSYS0000036237	Mossen	2675430	Dicranum flagellare Hedwig, 1801	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
348	dcnumful	Steengaffeltandmos	Dicranum fulvum Hook.	INBSYS0000000752	Mossen	2675443	Dicranum fulvum W.J.Hooker, 1819	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
349	dcnumfus	Eikengaffeltandmos	Dicranum fuscescens Sm.	NBNSYS0000036233	Mossen	8135515	Dicranum fuscescens Sm.	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	DOUBTFUL	Dicranaceae
350	dcnummaj	Groot gaffeltandmos	Dicranum majus Sm.	NBNSYS0000036228	Mossen	8336798	Dicranum majus Sm.	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	DOUBTFUL	Dicranaceae
351	dcnummon	Bossig gaffeltandmos	Dicranum montanum Hedw.	NBNSYS0000036236	Mossen	2675428	Dicranum montanum Hedwig, 1801	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
352	dcnumpol	Gerimpeld gaffeltandmos	Dicranum polysetum Sw. ex anon.	INBSYS0000000794	Mossen	8367217	Dicranum polysetum Sw. ex Anon.	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	DOUBTFUL	Dicranaceae
353	dcnumsco	Gewoon gaffeltandmos	Dicranum scoparium Hedw.	NBNSYS0000036227	Mossen	2675446	Dicranum scoparium Hedwig, 1801	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
354	dcnumspu	Gekroesd gaffeltandmos	Dicranum spurium Hedw.	NBNSYS0000036229	Mossen	2675434	Dicranum spurium Hedwig, 1801	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
355	dcnumtau	Bros gaffeltandmos	Dicranum tauricum Sapjegin	NHMSYS0000309771	Mossen	7849076	Dicranum tauricum Sapjegin	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	DOUBTFUL	Dicranaceae
356	dcnumvir	Beukengaffeltandmos	Dicranum viride (Sull. & Lesq.) Lindb.	INBSYS0000000707	Mossen	2675421	Dicranum viride Lindberg, 1863	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranum	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
357	didym-sp	Dubbeltandmos p.p. (G)	Didymodon	NBNSYS0000132452	Mossen	2670564	Didymodon Hedw.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	92	FALSE	ACCEPTED	Pottiaceae
358	didymacu	Spits dubbeltandmos	Didymodon acutus (Brid.) K.Saito	NBNSYS0000146084	Mossen	5711152	Didymodon acutus (Brid.) K.Saito	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
359	didymcor	Rotsdubbeltandmos	Didymodon cordatus Jur.	NBNSYS0000146087	Mossen	5280206	Didymodon cordatus Juratzka, 1866	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
360	didymfal	Kleidubbeltandmos	Didymodon fallax (Hedw.) R.H.Zander	NHMSYS0000309774	Mossen	5280203	Didymodon fallax Zander, 1978	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
361	didymfer	Hakig dubbeltandmos	Didymodon ferrugineus (Schimp. ex Besch.) M.O.Hill	NBNSYS0000146089	Mossen	5280314	Didymodon ferrugineus M.O.Hill, 1981	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
362	didymlur	Breed dubbeltandmos	Didymodon luridus Hornsch.	INBSYS0000000755	Mossen	5711143	Didymodon luridus Hornsch.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
363	didymnic	Rivierdubbeltandmos	Didymodon nicholsonii Culm.	NBNSYS0000146096	Mossen	5280214	Didymodon nicholsonii Culmann, 1907	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
364	didymrig	Broeddubbeltandmos	Didymodon rigidulus Hedw.	NHMSYS0000309777	Mossen	5280233	Didymodon rigidulus Hedwig, 1801	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
365	didymsin	Bros dubbeltandmos	Didymodon sinuosus (Mitt.) Delogne	NBNSYS0000146098	Mossen	5280191	Didymodon sinuosus Delogne, 1873	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
366	didymspa	Beekdubbeltandmos	Didymodon spadiceus (Mitt.) Limpr.	NBNSYS0000146099	Mossen	5280304	Didymodon spadiceus Limpricht, 1888	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
367	didymtop	Stomp dubbeltandmos	Didymodon tophaceus (Brid.) Lisa	NBNSYS0000146101	Mossen	5280231	Didymodon tophaceus Lisa, 1837	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
368	didymvin	Muurdubbeltandmos	Didymodon vinealis (Brid.) R.H.Zander	NHMSYS0000309780	Mossen	5280272	Didymodon vinealis Zander, 1978	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
369	diphy-sp	Dwergmos (G)	Diphyscium	NBNSYS0000132504	Mossen	2672969	Diphyscium D.Mohr	GENUS	Buxbaumiales	EXACT	Bryophyta	Plantae	Diphyscium	Bryopsida	94	FALSE	ACCEPTED	Buxbaumiaceae
370	diphyfol	Dwergmos	Diphyscium foliosum (Hedw.) D.Mohr	NHMSYS0000309782	Mossen	2682864	Diphyscium foliosum D.Mohr, 1803	SPECIES	Buxbaumiales	EXACT	Bryophyta	Plantae	Diphyscium	Bryopsida	100	FALSE	ACCEPTED	Buxbaumiaceae
371	diplp-sp	Zaagmos (G)	Diplophyllum	NBNSYS0000132522	Mossen	2689188	Diplophyllum (Dumort.) Dumort.	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Diplophyllum	Jungermanniopsida	92	FALSE	ACCEPTED	Scapaniaceae
372	diplpalb	Nerflevermos	Diplophyllum albicans (L.) Dumort.	NHMSYS0000309784	Mossen	5286350	Diplophyllum albicans (L.) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Diplophyllum	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
373	diplpobt	Stomp zaagmos	Diplophyllum obtusifolium (Hook.) Dumort.	NHMSYS0000309785	Mossen	5710147	Diplophyllum obtusifolium (Hook.) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Diplophyllum	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
374	disce-sp	Herfstmos (G)	Discelium	NBNSYS0000132540	Mossen	2673787	Discelium Brid.	GENUS	Funariales	EXACT	Bryophyta	Plantae	Discelium	Bryopsida	94	FALSE	ACCEPTED	Disceliaceae
375	discenud	Herfstmos	Discelium nudum (Dicks.) Brid.	NBNSYS0000036511	Mossen	2673788	Discelium nudum Bridel, 1826	SPECIES	Funariales	EXACT	Bryophyta	Plantae	Discelium	Bryopsida	100	FALSE	ACCEPTED	Disceliaceae
376	disti-sp	Visgraatjesmos (G)	Distichium	NBNSYS0000132558	Mossen	2673117	Distichium Bruch & Schimp.	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Distichium	Bryopsida	94	FALSE	ACCEPTED	Ditrichaceae
