id	code	naam_nederlands	naam_wetenschappelijk	taxn_vrs_key	taxongroep	usageKey	scientificName	rank	order	matchType	phylum	kingdom	genus	class	confidence	synonym	status	family
802	rhyti-sp	Haakmos (G)	Rhytidiadelphus	NBNSYS0000137379	Mossen	2679706	Rhytidiadelphus (Limpr.) Warnst.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Rhytidiadelphus	Bryopsida	94	FALSE	ACCEPTED	Hylocomiaceae
803	rhytilor	Riempjesmos	Rhytidiadelphus loreus (Hedw.) Warnst.	NBNSYS0000022281	Mossen	2679711	Rhytidiadelphus loreus Warnstorf, 1906	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhytidiadelphus	Bryopsida	100	FALSE	ACCEPTED	Hylocomiaceae
804	rhytisqu	Gewoon haakmos	Rhytidiadelphus squarrosus (Hedw.) Warnst.	NBNSYS0000022280	Mossen	2679707	Rhytidiadelphus squarrosus Warnstorf, 1906	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhytidiadelphus	Bryopsida	100	FALSE	ACCEPTED	Hylocomiaceae
805	rhytisub	Geveerd haakmos	Rhytidiadelphus subpinnatus (Lindb.) T.J.Kop.	NHMSYS0000310441	Mossen	7871586	Rhytidiadelphus subpinnatus (Lindb.) T.J.Kop.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhytidiadelphus	Bryopsida	100	FALSE	ACCEPTED	Hylocomiaceae
806	rhytitri	Pluimstaartmos	Rhytidiadelphus triquetrus (Hedw.) Warnst.	NBNSYS0000022279	Mossen	2679710	Rhytidiadelphus triquetrus Warnstorf, 1906	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhytidiadelphus	Bryopsida	100	FALSE	ACCEPTED	Hylocomiaceae
807	rhytd-sp	Buizerdmos (G)	Rhytidium	NBNSYS0000137380	Mossen	2679712	Rhytidium (Sull.) Kindb.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Rhytidium	Bryopsida	94	FALSE	ACCEPTED	Hylocomiaceae
808	rhytdrug	Buizerdmos	Rhytidium rugosum (Hedw.) Kindb.	NBNSYS0000036953	Mossen	2679713	Rhytidium rugosum Kindberg, 1883	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhytidium	Bryopsida	100	FALSE	ACCEPTED	Hylocomiaceae
809	ricca-sp	Moerasvorkje (G)	Riccardia	NBNSYS0000137389	Mossen	2689531	Riccardia Gray	GENUS	Metzgeriales	EXACT	Marchantiophyta	Plantae	Riccardia	Jungermanniopsida	94	FALSE	ACCEPTED	Aneuraceae
810	riccacha	Gewoon moerasvorkje	Riccardia chamedryfolia (With.) Grolle	NBNSYS0000036031	Mossen	2689533	Riccardia chamedryfolia (With.) Grolle	SPECIES	Metzgeriales	EXACT	Marchantiophyta	Plantae	Riccardia	Jungermanniopsida	100	FALSE	ACCEPTED	Aneuraceae
811	riccainc	Hol moerasvorkje	Riccardia incurvata Lindb.	NBNSYS0000036032	Mossen	4277629	Riccardia incurvata Lindb.	SPECIES	Metzgeriales	EXACT	Marchantiophyta	Plantae	Riccardia	Jungermanniopsida	100	FALSE	ACCEPTED	Aneuraceae
812	riccalat	Breed moerasvorkje	Riccardia latifrons (Lindb.) Lindb.	NBNSYS0000036034	Mossen	4277582	Riccardia latifrons (Lindb.) Lindb.	SPECIES	Metzgeriales	EXACT	Marchantiophyta	Plantae	Riccardia	Jungermanniopsida	100	FALSE	ACCEPTED	Aneuraceae
813	riccamul	Gevind moerasvorkje	Riccardia multifida (L.) Gray	NHMSYS0000310444	Mossen	2689535	Riccardia multifida (L.) Gray	SPECIES	Metzgeriales	EXACT	Marchantiophyta	Plantae	Riccardia	Jungermanniopsida	100	FALSE	ACCEPTED	Aneuraceae
814	ricci-sp	Landvorkje p.p. (G)	Riccia	NBNSYS0000137390	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
815	riccibey	Dik landvorkje	Riccia beyrichiana Hampe ex Lehm.	NBNSYS0000036059	Mossen	5286299	Riccia beyrichiana Hampe ex Lehm.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	DOUBTFUL	Ricciaceae
816	riccibif	Gevoord landvorkje	Riccia bifurca Hoffm.	NBNSYS0000036056	Mossen	5710080	Riccia bifurca Hoffm.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
817	riccican	Smal watervorkje	Riccia canaliculata Hoffm.	NBNSYS0000036053	Mossen	5710075	Riccia canaliculata Hoffm.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
818	riccicav	Sponswatervorkje	Riccia cavernosa Hoffm.	NHMSYS0000310447	Mossen	5710073	Riccia cavernosa Hoffm.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
819	riccicil	Gewimperd landvorkje	Riccia ciliata Hoffm.	INBSYS0000000750	Mossen	7958926	Riccia ciliata Hoffm.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
820	riccicif	Gevleugeld landvorkje	Riccia ciliifera Link ex Lindenb.	INBSYS0000000762	Mossen	8050494	Riccia ciliifera Link ex Lindenb.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	DOUBTFUL	Ricciaceae
821	ricciflu	Echt watervorkje	Riccia fluitans L.	NHMSYS0000310449	Mossen	8244689	Riccia fluitans L.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
822	riccigla	Gewoon landvorkje	Riccia glauca L.	NBNSYS0000036055	Mossen	5286298	Riccia glauca L.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
823	riccihue	Gedeeld watervorkje	Riccia huebeneriana Lindenb.	NBNSYS0000036050	Mossen	5836563	Riccia huebeneriana Lindenb.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
824	riccirhe	Geruit watervorkje	Riccia rhenana Lorb. ex Müll.Frib.	INBSYS0000000764	Mossen	8015748	Riccia rhenana Lorb. ex Müll.Frib.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
825	riccisor	Klein landvorkje	Riccia sorocarpa Bisch.	NBNSYS0000036054	Mossen	5286296	Riccia sorocarpa Bisch.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
826	riccisul	Violet landvorkje	Riccia subbifurca Warnst. ex Croz.	INBSYS0000000799	Mossen	6096600	Riccia subbifurca Warnst. ex Croz.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
827	ricciwar	Smal landvorkje	Riccia warnstorfii Limpr. ex Warnst.	INBSYS0000000760	Mossen	5931123	Riccia warnstorfii Limpr. ex Warnst.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Riccia	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
828	ricco-sp	Kroosmos (G)	Ricciocarpos	NBNSYS0000137391	Mossen	2688637	Ricciocarpos Corda	GENUS	Marchantiales	EXACT	Marchantiophyta	Plantae	Ricciocarpos	Marchantiopsida	94	FALSE	ACCEPTED	Ricciaceae
829	ricconat	Kroosmos	Ricciocarpos natans (L.) Corda	NHMSYS0000310456	Mossen	2688638	Ricciocarpos natans (L.) Corda	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Ricciocarpos	Marchantiopsida	100	FALSE	ACCEPTED	Ricciaceae
830	sanio-sp	Sikkelmos p.p. (G)	Sanionia	NBNSYS0000137495	Mossen	2681648	Sanionia Loeske	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Sanionia	Bryopsida	94	FALSE	ACCEPTED	Amblystegiaceae
831	saniounc	Geplooid sikkelmos	Sanionia uncinata (Hedw.) Loeske	NBNSYS0100005382	Mossen	2681651	Sanionia uncinata Loeske, 1907	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Sanionia	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
832	scapa-sp	Schoffelmos (G)	Scapania	NBNSYS0000042335	Mossen	2689215	Scapania (Dumort.) Dumort.	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	94	FALSE	ACCEPTED	Scapaniaceae
833	scapaaeq	Gelijklobbig schoffelmos	Scapania aequiloba (Schwägr.) Dumort.	INBSYS0000000693	Mossen	7696978	Scapania aequiloba (Schwägr.) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
834	scapaasp	Kalkschoffelmos	Scapania aspera Bernet & M.Bern.	INBSYS0000000730	Mossen	7435100	Scapania aspera M.Bernet & Bernet	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
835	scapacal	Rotsschoffelmos	Scapania calcicola (Arnell & J.Perss.) Ingham	NHMSYS0000310464	Mossen	4277184	Scapania calcicola (Arnell & J.Perss.) Ingham	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
836	scapacom	Gedrongen schoffelmos	Scapania compacta (A.Roth) Dumort.	INBSYS0000000534	Mossen	9148635	Scapania compacta (Roth) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
837	scapacur	Klein schoffelmos	Scapania curta (Mart.) Dumort.	NHMSYS0000310466	Mossen	2689216	Scapania curta (Mart.) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
838	scapacus	NA	Scapania cuspiduligera (Nees) K.Müll.	INBSYS0000000670	Mossen	4277152	Scapania cuspiduligera (Nees) K.Müll.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	TRUE	SYNONYM	Scapaniaceae
839	scapairr	Zandschoffelmos	Scapania irrigua (Nees) Nees	NBNSYS0000035931	Mossen	2689217	Scapania irrigua (Nees) Nees	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
840	scapalin	Tongschoffelmos	Scapania lingulata H.Buch	NHMSYS0000310470	Mossen	4277202	Scapania lingulata H.Buch	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
841	scapamuc	Spits schoffelmos	Scapania mucronata H.Buch	INBSYS0000000746	Mossen	4277191	Scapania mucronata H.Buch	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
842	scapanem	Bosschoffelmos	Scapania nemorea (L.) Grolle	NBNSYS0000022266	Mossen	2689220	Scapania nemorea (L.) Grolle	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
843	scapapal	Kwelschoffelmos	Scapania paludicola Loeske & Mül.Frib.	INBSYS0000000763	Mossen	4277131	Scapania paludicola Loeske & Müll.Frib.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
844	scapasca	Breedlobbig schoffelmos	Scapania scandica (Arnell & H.Buch) Macvicar	NHMSYS0000310476	Mossen	4277166	Scapania scandica (Arnell & H.Buch) Macvicar	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
845	scapaund	Beekschoffelmos	Scapania undulata (L.) Dumort.	NHMSYS0000310587	Mossen	2689218	Scapania undulata (L.) Dumort.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Scapania	Jungermanniopsida	100	FALSE	ACCEPTED	Scapaniaceae
846	schis-sp	Achterlichtmos (G)	Schistidium	NBNSYS0000137568	Mossen	7795248	Schistidium Brid., 1819	GENUS	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	94	FALSE	ACCEPTED	Grimmiaceae
847	schisapo	Gebogen achterlichtmos	Schistidium apocarpum (Hedw.) Bruch & Schimp. s.s.	INBSYS0000046663	Mossen	5281668	Schistidium apocarpum Bruch & W.P.Schimper, 1845	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
848	schiscon	Dwergachterlichtmos	Schistidium confertum (Funck) Bruch & Schimp.	NHMSYS0000310597	Mossen	8232111	Schistidium confertum (Funck) Bruch & Schimp.	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
849	schiscra	Muurachterlichtmos	Schistidium crassipilum H.H.Blom	NBNSYS0100005429	Mossen	5281678	Schistidium crassipilum H.Blom, 1996	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
850	schisele	Fraai achterlichtmos	Schistidium elegantulum H.H.Blom	NBNSYS0100005431	Mossen	5281669	Schistidium elegantulum H.Blom, 1996	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
851	schisfla	Bokaalachterlichtmos	Schistidium flaccidum (De Not.) Ochyra	NBNSYS0100005434	Mossen	5281653	Schistidium flaccidum Ochyra, 1989	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
852	schispap	Rood achterlichtmos	Schistidium papillosum Culm.	NBNSYS0100005438	Mossen	7541598	Schistidium papillosum Culm.	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
853	schispru	Ruig achterlichtmos	Schistidium pruinosum (Wilson ex Schimp.) G.Roth	INBSYS0000000724	Mossen	7960867	Schistidium pruinosum (Wilson ex Schimp.) G.Roth	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
854	schisriv	Beekachterlichtmos	Schistidium rivulare (Brid.) Podp.	NBNSYS0000156390	Mossen	5281691	Schistidium rivulare (Brid.) Podp., 1911	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
855			Schistidium singarense (Schiffn.) Laz.	INBSYS0000001057	Mossen	7554039	Schistidium singarense (Schiffn.) Laz.	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	TRUE	SYNONYM	Grimmiaceae
856	schistri	Bergachterlichtmos	Schistidium trichodon (Brid.) Poelt	NBNSYS0000036458	Mossen	5281648	Schistidium trichodon Poelt, 1953	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
857	schio-sp	Lichtmos (G)	Schistostega	NBNSYS0000137570	Mossen	2679338	Schistostega D.Mohr	GENUS	Schistostegiales	EXACT	Bryophyta	Plantae	Schistostega	Bryopsida	94	FALSE	ACCEPTED	Schistostegaceae
858	schiopen	Lichtmos	Schistostega pennata (Hedw.) F.Weber & D.Mohr.	INBSYS0000000598	Mossen	2679339	Schistostega pennata Weber & D.Mohr, 1803	SPECIES	Schistostegiales	EXACT	Bryophyta	Plantae	Schistostega	Bryopsida	100	FALSE	ACCEPTED	Schistostegaceae
859	sclep-sp	Laddermos p.p. (G)	Scleropodium	NBNSYS0000137624	Mossen	2679835	Scleropodium Bruch & Schimp.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Scleropodium	Bryopsida	94	FALSE	ACCEPTED	Brachytheciaceae
860	sclepces	Vossenstaartmos	Scleropodium cespitans (Wilson ex Müll.Hal.) L.F.Koch.	INBSYS0000000723	Mossen	2679837	Scleropodium cespitans L.F.Koch, 1950	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Scleropodium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
861	scleppur	Groot laddermos	Scleropodium purum (Hedw.) Limpr.	NBNSYS0000156484	Mossen	7625455	Scleropodium purum (Hedw.) Limpr.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pseudoscleropodium	Bryopsida	100	TRUE	SYNONYM	Entodontaceae
862	scleptou	Kalkladdermos	Scleropodium touretii (Brid.) L.F.Koch.	INBSYS0000000550	Mossen	2679838	Scleropodium touretii L.F.Koch, 1949	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Scleropodium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
863	scope-sp	Ertsmos (G)	Scopelophila	NBNSYS0000137641	Mossen	2670722	Scopelophila (Mitt.) Lindb.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Scopelophila	Bryopsida	92	FALSE	ACCEPTED	Pottiaceae
864	scopecat	Ongezoomd ertsmos	Scopelophila cataractae (Mitt.) Broth.	NBNSYS0000036332	Mossen	5280346	Scopelophila cataractae Brotherus, 1902	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Scopelophila	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
865	scorm-sp	Schorpioenmos p.p. (G)	Scorpidium	NBNSYS0000137645	Mossen	2681638	Scorpidium (Schimp.) Limpr.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Scorpidium	Bryopsida	94	FALSE	ACCEPTED	Amblystegiaceae
866	scormcir		Scorpidium circinatum (Brid.) Fleischer & Loeske	INBSYS0000011585	Mossen	8383040	Scorpidium circinatum	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Scorpiurium	Bryopsida	98	TRUE	SYNONYM	Brachytheciaceae
867	scormcos	Groen schorpioenmos	Scorpidium cossonii (Schimp.) Hedenäs	INBSYS0000000683	Mossen	2681639	Scorpidium cossonii Hedenäs, 1989	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Scorpidium	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
868	scormrev	Purper schorpioenmos	Scorpidium revolvens (Sw. ex anon.) Rubers	INBSYS0000000709	Mossen	2681640	Scorpidium revolvens Rubers, 1989	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Scorpidium	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
869	scormsco	Rood schorpioenmos	Scorpidium scorpioides (Hedw.) Limpr.	NBNSYS0000036840	Mossen	2681641	Scorpidium scorpioides Limpricht, 1899	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Scorpidium	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
870	selig-sp	Penseelmos (G)	Seligeria	NBNSYS0000137693	Mossen	2670124	Seligeria Bruch & Schimp.	GENUS	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	94	FALSE	ACCEPTED	Seligeriaceae
871	seligacu	Kortstelig penseelmos	Seligeria acutifolia Lindb.	NHMSYS0000310620	Mossen	2670139	Seligeria acutifolia Lindberg, 1864	SPECIES	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	100	FALSE	ACCEPTED	Seligeriaceae
872	seligcal	Mergelpenseelmos	Seligeria calcarea (Hedw.) Bruch & Schimp.	INBSYS0000000594	Mossen	2670132	Seligeria calcarea Bruch & W.P.Schimper, 1849	SPECIES	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	100	FALSE	ACCEPTED	Seligeriaceae
873	seligdon	Tandloos penseelmos	Seligeria donniana (Sm.) Müll.Hal.	INBSYS0000000699	Mossen	8941394	Seligeria donniana (Sm.) Müll.Hal.	SPECIES	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	100	FALSE	DOUBTFUL	Seligeriaceae
874			Seligeria paucifolia (Dicks) Carruth.	INBSYS0000001098	Mossen	2670135	Seligeria paucifolia Carruthers, 1866	SPECIES	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	100	FALSE	ACCEPTED	Seligeriaceae
875	seligpus	Klein penseelmos	Seligeria pusilla (Hedw.) Bruch & Schimp.	INBSYS0000000595	Mossen	2670130	Seligeria pusilla Bruch & W.P.Schimper, 1846	SPECIES	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	100	FALSE	ACCEPTED	Seligeriaceae
876	seligrec	Gebogen penseelmos	Seligeria recurvata (Hedw.) Bruch & Schimp.	INBSYS0000000596	Mossen	2670136	Seligeria recurvata Bruch & W.P.Schimper, 1846	SPECIES	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	100	FALSE	ACCEPTED	Seligeriaceae
877	seligtri	Drierijig penseelmos	Seligeria trifaria (Brid.) Lindb.	NBNSYS0000036177	Mossen	2670131	Seligeria trifaria Lindberg, 1863	SPECIES	Seligerales	EXACT	Bryophyta	Plantae	Seligeria	Bryopsida	100	FALSE	ACCEPTED	Seligeriaceae
878	semat-sp	Dekmos (G)	Sematophyllum	NBNSYS0000137696	Mossen	2680613	Sematophyllum Mitt.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Sematophyllum	Bryopsida	94	FALSE	ACCEPTED	Sematophyllaceae
879	sematdem	Gouddekmos	Sematophyllum demissum (Wilson) Mitt.	NHMSYS0000310634	Mossen	2680707	Sematophyllum demissum Mitten, 1864	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Sematophyllum	Bryopsida	100	FALSE	ACCEPTED	Sematophyllaceae
880			Sematophyllum micans (Mitt.) Braithw.	NBNSYS0000036927	Mossen	4279776	Sematophyllum micans (Mitt.) Braithw.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Hageniella	Bryopsida	100	TRUE	SYNONYM	Sematophyllaceae
881	sematsub	Schorsdekmos	Sematophyllum substrumulosum (Hampe) E.Britton	NHMSYS0000310635	Mossen	2680765	Sematophyllum substrumulosum Britton, 1902	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Sematophyllum	Bryopsida	100	FALSE	ACCEPTED	Sematophyllaceae
882	serpo-sp	Dwergkoordjesmos (G)	Serpoleskea	INBSYS0000000828	Mossen	4887071	Serpoleskea (Hampe ex Limpr.) Loeske	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Serpoleskea	Bryopsida	92	FALSE	DOUBTFUL	Amblystegiaceae
883			Serpoleskea confervoides (Limpr.) Warnst.	INBSYS0000001059	Mossen	4887071	Serpoleskea (Hampe ex Limpr.) Loeske	GENUS	Hypnales	HIGHERRANK	Bryophyta	Plantae	Serpoleskea	Bryopsida	92	FALSE	DOUBTFUL	Amblystegiaceae
884	south-sp	Dennenappelmos (G)	Southbya	NBNSYS0000137844	Mossen	2689502	Southbya Spruce	GENUS	Jungermanniales	EXACT	Marchantiophyta	Plantae	Southbya	Jungermanniopsida	94	FALSE	ACCEPTED	Southbyaceae
885	southnig	Dennenappelmos	Southbya nigrella (De Not.) Henriq.	NHMSYS0000310647	Mossen	8211140	Southbya nigrella (De Not.) Henriq.	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Southbya	Jungermanniopsida	100	FALSE	ACCEPTED	Southbyaceae
886	sphaer-sp	Blaasjesmos (G)	Sphaerocarpos	NBNSYS0000137885	Mossen	2688647	Sphaerocarpos Boehm.	GENUS	Sphaerocarpales	EXACT	Marchantiophyta	Plantae	Sphaerocarpos	Marchantiopsida	92	FALSE	ACCEPTED	Sphaerocarpaceae
887	sphaemic	Gestekeld blaasjesmos	Sphaerocarpos michelii Bellardi	NBNSYS0000036042	Mossen	5286305	Sphaerocarpos michelii Bellardi	SPECIES	Sphaerocarpales	EXACT	Marchantiophyta	Plantae	Sphaerocarpos	Marchantiopsida	100	FALSE	ACCEPTED	Sphaerocarpaceae
888	sphaetex	Gerand blaasjesmos	Sphaerocarpos texanus Austin	NHMSYS0000310650	Mossen	5710058	Sphaerocarpos texanus Austin	SPECIES	Sphaerocarpales	EXACT	Marchantiophyta	Plantae	Sphaerocarpos	Marchantiopsida	100	FALSE	ACCEPTED	Sphaerocarpaceae
889	sphag-sp	Veenmos (G)	Sphagnum	NBNSYS0000022267	Mossen	2668958	Sphagnum L.	GENUS	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	94	FALSE	ACCEPTED	Sphagnaceae
890	sphagaff	Kamveenmos	Sphagnum affine Renauld & Cardot	NHMSYS0000310653	Mossen	4280850	Sphagnum affine Renauld & Cardot	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
891	sphagang	Smalbladig veenmos	Sphagnum angustifolium (C.E.O.Jensen ex Russow) C.E.O.Jensen	NHMSYS0000310654	Mossen	2668960	Sphagnum angustifolium C.E.O.Jensen, 1896	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
892	sphagcap	Stijf veenmos	Sphagnum capillifolium (Ehrh.) Hedw.	NBNSYS0000036080	Mossen	8227194	Sphagnum capillifolium Hedwig, 1782	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	DOUBTFUL	Sphagnaceae
893	sphagcen	Broekbosveenmos	Sphagnum centrale C.E.O.Jensen	INBSYS0000000739	Mossen	2669004	Sphagnum centrale C.E.O.Jensen, 1896	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
894	sphagcom	Kussentjesveenmos	Sphagnum compactum Lam. & DC.	NHMSYS0000310662	Mossen	2668959	Sphagnum compactum Lamarck & A.P.de Candolle, 1805	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
895	sphagcon	Trilveenveenmos	Sphagnum contortum Schultz	NBNSYS0000036094	Mossen	2669208	Sphagnum contortum Schultz, 1819	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
896	sphagcus	Waterveenmos	Sphagnum cuspidatum Ehrh. ex Hoffm.	NBNSYS0000036095	Mossen	2669112	Sphagnum cuspidatum Ehrhart ex G.F.Hoffmann, 1796	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
897	sphagaur		Sphagnum denticulatum Brid.	NBNSYS0000157062	Mossen	2669035	Sphagnum denticulatum Bridel, 1826	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
